ID,착과량(int)
TEST_0118,345.4857761649113
TEST_0119,465.5893430904454
TEST_0120,152.96387495071588
TEST_0121,455.7387238931805
TEST_0122,340.09825750563135
TEST_0123,547.5652996488716
TEST_0124,749.4991507311588
TEST_0125,547.8265787144984
TEST_0126,282.1351063401275
TEST_0127,566.4621331364157
TEST_0128,536.3058743615934
TEST_0129,355.6264483811144
TEST_0130,45.49399045615828
TEST_0131,239.3319597021463
TEST_0132,462.0496946664813
TEST_0133,347.25563267950423
TEST_0134,104.98359464433665
TEST_0135,252.19898510957543
TEST_0136,740.2450236590471
TEST_0137,282.4060352006757
TEST_0138,154.33662408082145
TEST_0139,542.4855033137623
TEST_0140,755.8201847469236
TEST_0141,748.5128000493639
TEST_0142,249.3463164406058
TEST_0143,451.40377750703595
TEST_0144,45.15309680434146
TEST_0145,560.4471442828981
TEST_0146,251.26423015539564
TEST_0147,175.02396889823657
TEST_0148,149.95403454191998
TEST_0149,409.9807059180871
TEST_0150,566.4757260880689
TEST_0151,641.5942381563093
TEST_0152,753.496574415967
TEST_0153,163.2838597540885
TEST_0154,540.2443382440433
TEST_0155,738.3932928657854
TEST_0156,511.14775918237945
TEST_0157,337.14680911189623
TEST_0158,149.03017902519068
TEST_0159,247.79931218255484
TEST_0160,536.8411678366642
TEST_0161,262.065481621652
TEST_0162,218.72663953468847
TEST_0163,44.120823439212025
TEST_0164,548.8317837452795
TEST_0165,544.9329420204232
TEST_0166,600.3435841300601
TEST_0167,646.3474176669797
TEST_0168,557.5295196505701
TEST_0169,362.0015046807548
TEST_0170,654.0419946282442
TEST_0171,543.6745256582956
TEST_0172,461.2295221022681
TEST_0173,254.11890194210437
TEST_0174,746.9673621181432
TEST_0175,150.23940526995085
TEST_0176,266.89198396381556
TEST_0177,364.48354304576674
TEST_0178,153.2113745661853
TEST_0179,348.7492751047635
TEST_0180,260.01012988312146
TEST_0181,354.12614804692646
TEST_0182,450.67191745202143
TEST_0183,246.99370366373793
TEST_0184,752.7417384288763
TEST_0185,544.0422953245087
TEST_0186,334.510598003453
TEST_0187,652.6720235969866
TEST_0188,632.3193757237117
TEST_0189,241.76006271609344
TEST_0190,649.2403957437896
TEST_0191,158.28252192046367
TEST_0192,356.7240310449909
TEST_0193,646.7132820251614
TEST_0194,644.1332305255659
TEST_0195,742.03168510078
TEST_0196,262.4721012992659
TEST_0197,116.45332561430355
TEST_0198,250.11225706444813
TEST_0199,39.127209158271924
TEST_0200,151.01047476050203
TEST_0201,341.8005619135689
TEST_0202,250.65655495711255
TEST_0203,149.4481736781608
TEST_0204,454.9311197427772
TEST_0205,350.88325106371923
TEST_0206,42.370457666445446
TEST_0207,306.31200681400406
TEST_0208,269.3710554930972
TEST_0209,452.6791067172551
TEST_0210,456.03904110542004
TEST_0211,172.10842199882651
TEST_0212,250.32625585445197
TEST_0213,559.876010393786
TEST_0214,349.5233187433159
TEST_0215,42.77730229005602
TEST_0216,752.463481332202
TEST_0217,153.73826949383758
TEST_0218,452.36006700786265
TEST_0219,442.3360909616332
TEST_0220,159.49453654939308
TEST_0221,346.3496022628315
TEST_0222,559.394549416566
TEST_0223,260.6985313157418
TEST_0224,546.5643842120377
TEST_0225,451.6747603467546
TEST_0226,549.3401811175413
TEST_0227,45.65094372185633
TEST_0228,647.1928813655186
TEST_0229,364.40679986108785
TEST_0230,445.5415088158669
TEST_0231,631.5823288421884
TEST_0232,444.72260626703024
TEST_0233,161.1868203296531
TEST_0234,377.9760786698915
TEST_0235,442.4554922304623
TEST_0236,444.53598050053455
TEST_0237,358.1013422986312
TEST_0238,144.43614218890997
TEST_0239,648.1195541089455
TEST_0240,615.9731611700901
TEST_0241,355.3336109070719
TEST_0242,285.58100355619865
TEST_0243,150.4406987175986
TEST_0244,652.0651864901561
TEST_0245,298.1840528814277
TEST_0246,345.7001922143837
TEST_0247,447.8408861323806
TEST_0248,621.391327506394
TEST_0249,685.0331716822052
TEST_0250,246.03884865685296
TEST_0251,44.610854111700014
TEST_0252,642.8588894908246
TEST_0253,344.3856844787009
TEST_0254,150.85111733974065
TEST_0255,349.25859202628567
TEST_0256,255.25604129209646
TEST_0257,259.68615838133934
TEST_0258,264.1520257179128
TEST_0259,46.55969180111009
TEST_0260,546.3759476110873
TEST_0261,153.12119341398105
TEST_0262,353.0322403519049
TEST_0263,350.9887206988524
TEST_0264,35.699481418950135
TEST_0265,208.4407539971211
TEST_0266,405.9847065631402
TEST_0267,618.592195091984
TEST_0268,555.7290007535686
TEST_0269,548.332775155663
TEST_0270,343.82338935054213
TEST_0271,345.73347489846236
TEST_0272,443.35385159594557
TEST_0273,752.2138098218585
TEST_0274,42.42136447132287
TEST_0275,38.1263634784237
TEST_0276,347.82154228351953
TEST_0277,48.58413313279813
TEST_0278,252.80376443022848
TEST_0279,39.99306856713434
TEST_0280,573.9495606387296
TEST_0281,253.60421794735237
TEST_0282,39.46081959330208
TEST_0283,148.00265873069725
TEST_0284,687.6461547710471
TEST_0285,650.1099296435209
TEST_0286,39.06051514106802
TEST_0287,669.9855195379299
TEST_0288,557.7450778926471
TEST_0289,344.42012578941245
TEST_0290,557.4736789294051
TEST_0291,245.80759154732593
TEST_0292,710.4087218731902
TEST_0293,627.1571380193095
TEST_0294,440.81583939689847
TEST_0295,457.02988389607714
TEST_0296,647.277530458907
TEST_0297,236.48349861133818
TEST_0298,194.19099583079878
TEST_0299,251.52167091430277
TEST_0300,239.64093897216887
TEST_0301,752.6589751070832
TEST_0302,157.0183473769664
TEST_0303,451.6337310273134
TEST_0304,518.7877852677765
TEST_0305,449.16902870795593
TEST_0306,130.4943616297174
TEST_0307,563.3192692960226
TEST_0308,744.756143018235
TEST_0309,268.676780443903
TEST_0310,43.93440010419367
TEST_0311,624.2725441804495
TEST_0312,442.5993605996629
TEST_0313,336.50636817800864
TEST_0314,658.595828464489
TEST_0315,337.67834219734044
TEST_0316,436.8357372454158
TEST_0317,103.92912983961666
TEST_0318,449.1880612085085
TEST_0319,652.6551857077976
TEST_0320,237.7024586083002
TEST_0321,356.0677406763904
TEST_0322,561.646966733812
TEST_0323,261.87107427552087
TEST_0324,350.87887821074145
TEST_0325,587.596123951546
TEST_0326,44.66702659984398
TEST_0327,643.7731159713002
TEST_0328,638.0146126701007
TEST_0329,340.3949569252938
TEST_0330,685.693689824545
TEST_0331,49.84477565327392
TEST_0332,248.88345193896785
TEST_0333,349.8018907725165
TEST_0334,249.42484080070463
TEST_0335,154.14037757703557
TEST_0336,43.84946825633486
TEST_0337,447.6382858510675
TEST_0338,256.06035628336554
TEST_0339,249.35848483660007
TEST_0340,746.2497663930708
TEST_0341,246.21675079251165
TEST_0342,46.949635469827506
TEST_0343,249.9313657341995
TEST_0344,535.3862565684476
TEST_0345,438.49566263186426
TEST_0346,151.41626668780876
TEST_0347,289.68985984432203
TEST_0348,50.28193045503725
TEST_0349,639.5462979107297
TEST_0350,658.7195314361593
TEST_0351,473.53047095859364
TEST_0352,455.00192951428596
TEST_0353,362.59487377557883
TEST_0354,37.06507779734778
TEST_0355,176.24849045774212
TEST_0356,381.798043108759
TEST_0357,571.1200287569309
TEST_0358,202.74350428823718
TEST_0359,450.1052784761695
TEST_0360,218.5068226309592
TEST_0361,166.11999652117947
TEST_0362,417.7980759296925
TEST_0363,204.34154507587192
TEST_0364,279.6390859013711
TEST_0365,653.2055770384839
TEST_0366,249.85695550947895
TEST_0367,638.7870911287795
TEST_0368,251.48049042546086
TEST_0369,150.14422337270585
TEST_0370,372.05115356368134
TEST_0371,249.74690403930282
TEST_0372,147.86131685867664
TEST_0373,544.5926371081038
TEST_0374,97.10685800439843
TEST_0375,650.7241028735448
TEST_0376,156.24690261628504
TEST_0377,358.9584536886214
TEST_0378,342.8908977865238
TEST_0379,525.9611278350867
TEST_0380,455.2834980147556
TEST_0381,645.7593345048062
TEST_0382,560.6997756252193
TEST_0383,361.86734056805693
TEST_0384,345.05097625717127
TEST_0385,105.10454035050157
TEST_0386,531.9618157615691
TEST_0387,716.8070165199032
TEST_0388,663.5194727992637
TEST_0389,156.6107831893549
TEST_0390,42.049355276820556
TEST_0391,343.8562888090073
TEST_0392,738.2726181347014
TEST_0393,183.0553467646085
TEST_0394,151.17978140279854
TEST_0395,341.2575276887032
TEST_0396,344.11774106398235
TEST_0397,161.75965381333245
TEST_0398,156.32731392526338
TEST_0399,445.1411808592954
TEST_0400,754.2118810632967
TEST_0401,335.6141554317943
TEST_0402,456.2650628343885
TEST_0403,548.966135249101
TEST_0404,443.8286797684224
TEST_0405,153.1646590580318
TEST_0406,244.94601487737765
TEST_0407,144.0832600986073
TEST_0408,709.5807251614145
TEST_0409,554.0059361489604
TEST_0410,347.02156246847073
TEST_0411,307.3756414289947
TEST_0412,650.062478914196
TEST_0413,449.5382237900052
TEST_0414,348.5353730940592
TEST_0415,85.02529508182182
TEST_0416,337.48501627269627
TEST_0417,248.81882067484509
TEST_0418,565.0573275309823
TEST_0419,471.77954509208223
TEST_0420,249.862027898984
TEST_0421,538.4805918264009
TEST_0422,756.9335533085729
TEST_0423,103.51237015499626
TEST_0424,343.40529050009513
TEST_0425,210.76635130332954
TEST_0426,344.8244846424427
TEST_0427,640.7960694358445
TEST_0428,745.1546226816281
TEST_0429,161.40477839482136
TEST_0430,356.3158073855681
TEST_0431,443.5441966298894
TEST_0432,749.9140962898953
TEST_0433,361.3393469253894
TEST_0434,454.15186204660847
TEST_0435,351.6821128357536
TEST_0436,633.2215411793542
TEST_0437,433.47063078636916
TEST_0438,38.88265503525552
TEST_0439,239.57972011038098
TEST_0440,255.41786272616412
TEST_0441,357.52739282729164
TEST_0442,454.14122329362334
TEST_0443,43.99568032876066
TEST_0444,308.12462849265944
TEST_0445,148.70938625634292
TEST_0446,304.2989555119457
TEST_0447,38.926108167488
TEST_0448,751.8553211470302
TEST_0449,451.70388315044744
TEST_0450,345.1391782540136
TEST_0451,383.2123995862236
TEST_0452,256.5992644322011
TEST_0453,43.06291459986624
TEST_0454,146.73830425192864
TEST_0455,375.1525429074137
TEST_0456,243.93653843061645
TEST_0457,658.0878392613878
TEST_0458,751.1133442098529
TEST_0459,355.9690344471785
TEST_0460,114.81943911258712
TEST_0461,434.1794580202774
TEST_0462,43.1674524394956
TEST_0463,426.6938446000733
TEST_0464,649.7340195668539
TEST_0465,44.92502899078122
TEST_0466,637.4824133706456
TEST_0467,652.351522879901
TEST_0468,461.23397682808445
TEST_0469,641.3985142357333
TEST_0470,165.66700653188587
TEST_0471,346.60506904866423
TEST_0472,245.64812218799847
TEST_0473,225.8579845501677
TEST_0474,38.49123730342475
TEST_0475,458.3569869613241
TEST_0476,445.9267959180065
TEST_0477,46.25559064330355
TEST_0478,123.84705865178343
TEST_0479,450.9308309403395
TEST_0480,155.4172478659214
TEST_0481,163.7244926028253
TEST_0482,568.5601602375332
TEST_0483,507.05123362371813
TEST_0484,757.3973737828776
TEST_0485,347.27306321101577
TEST_0486,159.2570841808052
TEST_0487,690.6604306285356
TEST_0488,350.01735715983585
TEST_0489,256.5304606265445
TEST_0490,238.3443042182108
TEST_0491,353.43329623917816
TEST_0492,250.70997335786697
TEST_0493,162.2833964883348
TEST_0494,260.7384014860859
TEST_0495,637.0647008339238
TEST_0496,50.7386724954715
TEST_0497,624.3211525303474
TEST_0498,611.2483118900866
TEST_0499,102.00463150320108
TEST_0500,457.88162402089256
TEST_0501,640.7866623716664
TEST_0502,197.6353415171543
TEST_0503,650.9680454307428
TEST_0504,547.4556544168569
TEST_0505,253.25803122291552
TEST_0506,43.22445662899613
TEST_0507,575.5460872267628
TEST_0508,344.9498816364931
TEST_0509,248.29061349857653
TEST_0510,339.2558697660181
TEST_0511,47.07864436011221
TEST_0512,349.3266069002274
TEST_0513,545.5279388265863
TEST_0514,261.5161567089391
TEST_0515,356.28492447578583
TEST_0516,353.1361534684701
TEST_0517,629.5699015271506
TEST_0518,52.1320988954118
TEST_0519,45.38492315719899
TEST_0520,524.5111571222997
TEST_0521,524.0485167843881
TEST_0522,748.819357927991
TEST_0523,436.8498184613619
TEST_0524,750.7958938062652
TEST_0525,549.6357984549492
TEST_0526,641.8484016175646
TEST_0527,523.265963883089
TEST_0528,466.0024550329243
TEST_0529,206.3299530901606
TEST_0530,211.69995544743196
TEST_0531,655.1629613480472
TEST_0532,562.3892453666041
TEST_0533,40.71848053332529
TEST_0534,45.46623392901086
TEST_0535,736.3151901721459
TEST_0536,668.6568249853314
TEST_0537,639.4976262060699
TEST_0538,255.21945008001862
TEST_0539,543.5299991086756
TEST_0540,607.9925337550227
TEST_0541,719.9398263832016
TEST_0542,537.3801313308298
TEST_0543,551.0673677610256
TEST_0544,557.3873984097117
TEST_0545,759.085054022018
TEST_0546,344.53260090247267
TEST_0547,541.9749409026672
TEST_0548,607.1946050441798
TEST_0549,154.584206230173
TEST_0550,659.6704631022576
TEST_0551,446.73988898065505
TEST_0552,468.6389247876338
TEST_0553,652.9461168507697
TEST_0554,166.6995455097549
TEST_0555,148.01343431713175
TEST_0556,231.96218435689397
TEST_0557,439.59698500448434
TEST_0558,378.7740930116518
TEST_0559,340.323675459887
TEST_0560,145.49606439969224
TEST_0561,248.54957385576495
TEST_0562,64.2495902323504
TEST_0563,48.55244544475191
TEST_0564,380.08125199118365
TEST_0565,625.3772445785401
TEST_0566,150.66224831663246
TEST_0567,747.0003171997548
TEST_0568,540.3810619132587
TEST_0569,148.12310751388998
TEST_0570,342.66329250246645
TEST_0571,249.25009599002172
TEST_0572,443.6204589397608
TEST_0573,746.1638801359973
TEST_0574,538.055973874568
TEST_0575,376.4289572461032
TEST_0576,336.028521474081
TEST_0577,349.5338738871692
TEST_0578,743.276714791167
TEST_0579,261.64738445888094
TEST_0580,46.08716354692361
TEST_0581,467.3651590537868
TEST_0582,749.2869791831739
TEST_0583,149.2081094069444
TEST_0584,158.5774613210716
TEST_0585,250.26733873736399
TEST_0586,253.09165936405068
TEST_0587,147.18117760730806
TEST_0588,646.2863506000668
TEST_0589,350.10517321139224
TEST_0590,244.44460006121614
TEST_0591,234.33899335043594
TEST_0592,317.7523701209163
TEST_0593,646.5241214547117
TEST_0594,449.94655479218704
TEST_0595,264.8461125554718
TEST_0596,439.3811177013285
TEST_0597,38.581549096575394
TEST_0598,440.16289703444875
TEST_0599,231.76349232686167
TEST_0600,402.76973333376526
TEST_0601,256.2692527848748
TEST_0602,220.87397588368378
TEST_0603,631.5710856451303
TEST_0604,537.65869515693
TEST_0605,354.3998773342491
TEST_0606,163.2721086881858
TEST_0607,164.306310682813
TEST_0608,463.9172096477657
TEST_0609,751.9165886825028
TEST_0610,260.0812175531981
TEST_0611,201.8557479541813
TEST_0612,350.47622097215526
TEST_0613,456.87127392535734
TEST_0614,440.8961190192809
TEST_0615,247.70370338845427
TEST_0616,748.4512590357275
TEST_0617,586.5470249990954
TEST_0618,448.2332554670944
TEST_0619,46.37735578364182
TEST_0620,689.1224557363896
TEST_0621,303.01991558219123
TEST_0622,756.3039061465125
TEST_0623,41.46296103331621
TEST_0624,81.62211244617721
TEST_0625,260.4079178786499
TEST_0626,51.606072819975424
TEST_0627,443.04523950246534
TEST_0628,160.4557715731755
TEST_0629,631.8627684335644
TEST_0630,560.745976503679
TEST_0631,253.9676682592105
TEST_0632,696.5140625162909
TEST_0633,216.56962773116385
TEST_0634,242.5343043123933
TEST_0635,758.9850239416185
TEST_0636,539.3098229720687
TEST_0637,348.40181637278994
TEST_0638,307.5004340587862
TEST_0639,698.3733607611988
TEST_0640,46.2482651638183
TEST_0641,350.2514757695229
TEST_0642,348.0537200711877
TEST_0643,739.763933654717
TEST_0644,741.5574218079669
TEST_0645,157.25709705509934
TEST_0646,348.40478579437473
TEST_0647,46.68626769079562
TEST_0648,747.7722356210015
TEST_0649,606.0503139208947
TEST_0650,656.0103511177111
TEST_0651,447.765487538987
TEST_0652,640.584178323052
TEST_0653,440.69060832322174
TEST_0654,89.26844222313458
TEST_0655,144.90045444828434
TEST_0656,155.0946622209203
TEST_0657,656.1085540206212
TEST_0658,335.0852841598375
TEST_0659,348.2160627182169
TEST_0660,753.0508066323988
TEST_0661,539.5575465520805
TEST_0662,239.38216472345883
TEST_0663,155.5628664333618
TEST_0664,353.28630883952025
TEST_0665,156.23148886411477
TEST_0666,544.9417879185303
TEST_0667,662.0852321780925
TEST_0668,554.2656147832412
TEST_0669,98.46504914820356
TEST_0670,662.5737048732032
TEST_0671,134.39033438212834
TEST_0672,299.926931978107
TEST_0673,174.81881873291968
TEST_0674,146.63110071564194
TEST_0675,151.08409731513507
TEST_0676,454.60530810814527
TEST_0677,369.0858444924632
TEST_0678,754.1971562919093
TEST_0679,539.2950103314934
TEST_0680,102.0213467418966
TEST_0681,458.53543093657316
TEST_0682,565.4027767891503
TEST_0683,164.01104516034508
TEST_0684,464.3564771900001
TEST_0685,590.4774830380193
TEST_0686,559.630885902908
TEST_0687,46.61462821335216
TEST_0688,375.7822798743725
TEST_0689,446.9800329203439
TEST_0690,464.62390109086
TEST_0691,384.7973969595711
TEST_0692,250.14488392498393
TEST_0693,366.38815837283073
TEST_0694,150.65143076822125
TEST_0695,451.57935412412024
TEST_0696,353.9518820100496
TEST_0697,448.1903953118323
TEST_0698,242.52108240066315
TEST_0699,645.827894521292
TEST_0700,565.0285818870454
TEST_0701,90.09640955147856
TEST_0702,47.668089521893656
TEST_0703,345.9066786138754
TEST_0704,454.14230221207146
TEST_0705,214.17441528159273
TEST_0706,549.2914406916778
TEST_0707,565.7115962047469
TEST_0708,453.90458208097584
TEST_0709,384.44642472482167
TEST_0710,151.89196276486297
TEST_0711,548.6341841618207
TEST_0712,43.17660005637428
TEST_0713,671.0928599727371
TEST_0714,544.8512963241362
TEST_0715,52.53580136628636
TEST_0716,345.9653649439009
TEST_0717,552.1642565033261
TEST_0718,245.5141014795323
TEST_0719,346.9450733073291
TEST_0720,753.4660070613788
TEST_0721,150.59800156795433
TEST_0722,291.95873028422983
TEST_0723,246.85290929933464
TEST_0724,46.509109946734654
TEST_0725,442.8138927224678
TEST_0726,372.51587324449935
TEST_0727,749.5503183810471
TEST_0728,447.866927476383
TEST_0729,251.2586660978894
TEST_0730,745.468995924498
TEST_0731,156.2838142318387
TEST_0732,748.3691778746713
TEST_0733,249.96435637925518
TEST_0734,562.1372664468067
TEST_0735,152.08026697734766
TEST_0736,629.2884543411161
TEST_0737,654.0714122673253
TEST_0738,144.14468536082887
TEST_0739,645.9773402870219
TEST_0740,145.23034898498207
TEST_0741,342.3604875723186
TEST_0742,44.3561417480213
TEST_0743,40.70390097530887
TEST_0744,557.2125167258522
TEST_0745,651.769996417582
TEST_0746,245.93959238416232
TEST_0747,690.4671605424232
TEST_0748,550.0593349058544
TEST_0749,255.18516426796893
TEST_0750,140.45422624804232
TEST_0751,632.6603856360116
TEST_0752,533.6394447474125
TEST_0753,444.9678579889765
TEST_0754,583.2646760618283
TEST_0755,253.31232268006335
TEST_0756,150.26903362640257
TEST_0757,157.88770965897012
TEST_0758,442.0251912000529
TEST_0759,47.38323563863393
TEST_0760,146.90441449956276
TEST_0761,242.36154399539095
TEST_0762,646.9355462591341
TEST_0763,411.27399864077
TEST_0764,650.5902864805786
TEST_0765,341.2431039106458
TEST_0766,160.97069924183648
TEST_0767,385.5918016448127
TEST_0768,546.6006871618007
TEST_0769,733.7952224152002
TEST_0770,547.4075285935061
TEST_0771,564.6241886244557
TEST_0772,345.6594886076002
TEST_0773,558.9390571615994
TEST_0774,250.72845906518006
TEST_0775,145.19554623930694
TEST_0776,357.0290951195819
TEST_0777,600.7639418473522
TEST_0778,135.45096054018921
TEST_0779,455.42114847289224
TEST_0780,445.19337891434844
TEST_0781,256.2433736633388
TEST_0782,647.4002927660371
TEST_0783,453.67084818755455
TEST_0784,249.35124609835398
TEST_0785,40.010260748997844
TEST_0786,243.86272152355727
TEST_0787,247.70221624908882
TEST_0788,515.5469051626129
TEST_0789,41.25561751849201
TEST_0790,164.29914814309515
TEST_0791,558.7635132988901
TEST_0792,194.27611403708107
TEST_0793,350.9370122814332
TEST_0794,742.1875779847429
TEST_0795,152.23281083330218
TEST_0796,146.1582524955769
TEST_0797,455.52558015595093
TEST_0798,45.60867425020299
TEST_0799,342.6779423809562
TEST_0800,245.92205875103335
TEST_0801,252.57190140693712
TEST_0802,519.6646972146259
TEST_0803,433.97159642924754
TEST_0804,158.80928754591753
TEST_0805,648.5890653010875
TEST_0806,748.0684725969903
TEST_0807,359.331641828901
TEST_0808,549.5431867115147
TEST_0809,554.472050369466
TEST_0810,248.27283016757997
TEST_0811,656.2765523128555
TEST_0812,751.3291703141756
TEST_0813,259.38689924641153
TEST_0814,736.747961537553
TEST_0815,555.630733865616
TEST_0816,342.2478138687273
TEST_0817,344.23709491360125
TEST_0818,274.86873238181374
TEST_0819,350.7288924390553
TEST_0820,648.8999870354305
TEST_0821,746.091121651061
TEST_0822,263.79737705784527
TEST_0823,38.188045162191266
TEST_0824,750.9669443173709
TEST_0825,647.0769965737085
TEST_0826,655.3268018102025
TEST_0827,246.16894758797932
TEST_0828,206.71733696827422
TEST_0829,351.35997282283887
TEST_0830,198.86962881599464
TEST_0831,646.3985133101279
TEST_0832,707.7077057773922
TEST_0833,141.11335016028974
TEST_0834,535.3748484608337
TEST_0835,558.8966068158917
TEST_0836,103.33075445145391
TEST_0837,538.3919869680839
TEST_0838,367.8905724542971
TEST_0839,556.2212299497193
TEST_0840,615.1491837258587
TEST_0841,340.4239316194309
TEST_0842,641.5528356064019
TEST_0843,250.90182324684378
TEST_0844,370.3826838484511
TEST_0845,249.20446038095594
TEST_0846,660.9903534975391
TEST_0847,529.5948066666862
TEST_0848,247.28678475356404
TEST_0849,125.01639092795577
TEST_0850,44.596425630602035
TEST_0851,582.5004601560718
TEST_0852,246.1145994160901
TEST_0853,243.66772801393446
TEST_0854,642.9233394687313
TEST_0855,752.8578126136665
TEST_0856,652.1502028626893
TEST_0857,44.370020811648835
TEST_0858,252.7857421163216
TEST_0859,752.7138845949204
TEST_0860,643.9749938959559
TEST_0861,361.611127725957
TEST_0862,656.2744822113345
TEST_0863,605.747219166455
TEST_0864,154.7453724967581
TEST_0865,641.1878218967058
TEST_0866,143.01083303844834
TEST_0867,451.10295576006166
TEST_0868,333.2717179720525
TEST_0869,649.7079016053299
TEST_0870,459.2541342654646
TEST_0871,733.7901818770674
TEST_0872,758.8255813254659
TEST_0873,742.5789159120912
TEST_0874,250.56707691109858
TEST_0875,741.7898491973918
TEST_0876,494.8184152712913
TEST_0877,370.7587530525
TEST_0878,251.69375739886485
TEST_0879,47.104205465180556
TEST_0880,540.1278790567211
TEST_0881,149.87722598812266
TEST_0882,242.13840178918176
TEST_0883,595.4924486444972
TEST_0884,464.18279149185383
TEST_0885,374.9646465605944
TEST_0886,360.5998954528885
TEST_0887,142.5178473343008
TEST_0888,349.90797499816404
TEST_0889,644.3397825779103
TEST_0890,449.86870522706914
TEST_0891,154.43549534929758
TEST_0892,636.0441029587694
TEST_0893,547.9754200163799
TEST_0894,255.76074784136503
TEST_0895,746.0125424418733
TEST_0896,440.40503605720215
TEST_0897,457.16200014367445
TEST_0898,745.0347928456246
TEST_0899,549.1979326935208
TEST_0900,646.5640778013227
TEST_0901,554.1474412355548
TEST_0902,751.7224928939831
TEST_0903,43.217865690473985
TEST_0904,643.5998123556071
TEST_0905,636.8934904838445
TEST_0906,48.530092576538564
TEST_0907,43.095788939266725
TEST_0908,155.73732085250208
TEST_0909,43.48253219146232
TEST_0910,657.3508712963835
TEST_0911,199.6862536356349
TEST_0912,548.3305901314397
TEST_0913,253.51716167173413
TEST_0914,234.26886964432677
TEST_0915,655.3172389153351
TEST_0916,353.90707012826743
TEST_0917,164.47994315696337
TEST_0918,159.1456749878825
TEST_0919,745.0782276213132
TEST_0920,466.3892892998326
TEST_0921,340.88372760446833
TEST_0922,97.2496019840841
TEST_0923,738.0218885960138
TEST_0924,461.79173395499856
TEST_0925,353.5674434218556
TEST_0926,343.1591868942745
TEST_0927,357.1428722582875
TEST_0928,461.4417045176293
TEST_0929,660.6837119612884
TEST_0930,750.399387507476
TEST_0931,149.98158857756306
TEST_0932,658.7158692864654
TEST_0933,357.1041406318354
TEST_0934,454.0126802567098
TEST_0935,186.41802258869666
